item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2801-7-10818-1,2020-2801-7-10818,2020,2801,King Fahd Causeway,IM,7,10818,46894,11/8/2020,8504400090,Static converters,AE,AE,AE,AE,BH,BH,NMB,58.0,244.5,EXW,5332.06,4.84,14181.0,88.31,101.82,Held,7,5,2801,318,,,CR_HASH_144,CR_HASH_022,,2020-11-08,2020-11,850440009000,85,850440,False,Import,5332.06,14181.0,4.84,88.31,101.82,AE,CR_HASH_022,Static converters
2020-2701-5-10819-1,2020-2701-5-10819,2020,2701,Khalifa Bin Salman Port,EX,5,10819,57760,8/27/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,US,US,NMB,192.0,2354.25,CIF,169958.02,4.6,452016.0,474.97,569.61,Held,4,5,2701,492,,,CR_HASH_206,,CR_HASH_042,2020-08-27,2020-08,847130000000,84,847130,True,Re-export,169958.02,452016.0,4.6,474.97,569.61,US,CR_HASH_042,Portable laptop computers
2020-2501-5-10820-1,2020-2501-5-10820,2020,2501,Bahrain International Airport,EX,5,10820,82430,6/15/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,4826.84,0.76,EXW,1379.32,2.52,3668.4,4826.84,5510.53,Held,2,4,2501,734,,,CR_HASH_212,,CR_HASH_028,2020-06-15,2020-06,100630100000,10,100630,True,Re-export,1379.32,3668.4,2.52,4826.84,5510.53,CN,CR_HASH_028,Long-grain milled rice
2020-2701-2-10821-1,2020-2701-2-10821,2020,2701,Khalifa Bin Salman Port,IM,2,10821,53346,4/2/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,73.0,716.79,CIF,19674.45,2.37,52325.67,154.53,168.2,Released,6,2,2701,307,,,CR_HASH_164,CR_HASH_046,,2020-04-02,2020-04,847130000000,84,847130,False,Import,19674.45,52325.67,2.37,154.53,168.2,US,CR_HASH_046,Portable laptop computers
2020-2601-4-10822-1,2020-2601-4-10822,2020,2601,Dry Port - Hidd,IM,4,10822,88467,7/22/2020,102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,11.0,2327.46,FOB,9626.37,4.8,25602.06,85.04,90.79,Released,4,3,2601,875,,,CR_HASH_086,CR_HASH_006,,2020-07-22,2020-07,102211000000,10,102211,False,Import,9626.37,25602.06,4.8,85.04,90.79,US,CR_HASH_006,"Live cattle, pure-bred breeding"
2020-2801-5-10823-1,2020-2801-5-10823,2020,2801,King Fahd Causeway,EX,5,10823,89432,1/31/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,SA,SA,NMB,46.0,3197.2,EXW,55298.77,3.79,147071.2,89.75,103.78,Released,6,5,2801,879,,,CR_HASH_028,,CR_HASH_016,2020-01-31,2020-01,847130000000,84,847130,True,Re-export,55298.77,147071.2,3.79,89.75,103.78,SA,CR_HASH_016,Portable laptop computers
2020-2701-7-10824-1,2020-2701-7-10824,2020,2701,Khalifa Bin Salman Port,IM,7,10824,92654,6/11/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,US,US,BH,BH,NMB,176.0,18562.24,FOB,1228374.79,4.37,3266954.24,156.47,180.07,Released,1,8,2701,699,,,CR_HASH_132,CR_HASH_008,,2020-06-11,2020-06,870322100000,87,870322,False,Import,1228374.79,3266954.24,4.37,156.47,180.07,CN,CR_HASH_008,Passenger cars 1000-1500cc
2020-2701-9-10825-1,2020-2701-9-10825,2020,2701,Khalifa Bin Salman Port,IM,9,10825,19611,11/23/2020,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,43.0,0.41,EXW,6.63,3.43,17.63,145.85,164.52,Released,2,5,2701,479,,,CR_HASH_044,CR_HASH_034,,2020-11-23,2020-11,901839000000,90,901839,False,Import,6.63,17.63,3.43,145.85,164.52,US,CR_HASH_034,Medical syringes and needles
2020-2801-4-10826-1,2020-2801-4-10826,2020,2801,King Fahd Causeway,EX,4,10826,54276,3/1/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,AE,AE,NMB,89.0,584.77,CIF,19568.74,2.09,52044.53,495.98,526.52,Released,3,2,2801,176,,,CR_HASH_040,,CR_HASH_047,2020-03-01,2020-03,847130000000,84,847130,True,Re-export,19568.74,52044.53,2.09,495.98,526.52,AE,CR_HASH_047,Portable laptop computers
2020-2801-9-10827-1,2020-2801-9-10827,2020,2801,King Fahd Causeway,,9,10827,42638,12/20/2020,102211000,"Live cattle, pure-bred breeding",IN,IN,BH,BH,US,US,NMB,58.0,1109.05,FOB,24186.16,1.27,64324.9,433.51,511.22,Released,3,1,2801,362,,,CR_HASH_129,CR_HASH_045,,2020-12-20,2020-12,102211000000,10,102211,False,,24186.16,64324.9,1.27,433.51,511.22,,CR_HASH_045,"Live cattle, pure-bred breeding"
2020-2701-1-10828-1,2020-2701-1-10828,2020,2701,Khalifa Bin Salman Port,IM,1,10828,23167,5/9/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,145.0,593.88,FOB,32378.34,3.88,86112.6,823.61,882.0,Released,8,2,2701,112,,,CR_HASH_036,CR_HASH_017,,2020-05-09,2020-05,847130000000,84,847130,False,Import,32378.34,86112.6,3.88,823.61,882.0,CN,CR_HASH_017,Portable laptop computers
2020-2801-9-10829-1,2020-2801-9-10829,2020,2801,King Fahd Causeway,IM,9,10829,85713,1/13/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,175.0,1114.19,FOB,73313.7,0.54,194983.25,415.64,494.49,Released,8,2,2801,754,,,CR_HASH_139,CR_HASH_041,,2020-01-13,2020-01,102211000000,10,102211,False,Import,73313.7,194983.25,0.54,415.64,494.49,CN,CR_HASH_041,"Live cattle, pure-bred breeding"
2020-2801-6-10830-1,2020-2801-6-10830,2020,2801,King Fahd Causeway,,6,10830,28838,6/2/2020,8471300000,Portable laptop computers,AE,AE,BH,BH,IN,IN,NMB,68.0,67.3,EXW,1720.73,3.2,4576.4,293.1,326.46,Released,3,8,2801,115,,,CR_HASH_207,CR_HASH_035,,2020-06-02,2020-06,847130000000,84,847130,False,,1720.73,4576.4,3.2,293.1,326.46,,CR_HASH_035,Portable laptop computers
2020-2701-3-10831-1,2020-2701-3-10831,2020,2701,Khalifa Bin Salman Port,EX,3,10831,46732,6/26/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,AE,AE,NMB,104.0,0.23,FOB,8.99,3.47,23.92,224.11,247.2,Released,3,6,2701,372,,,CR_HASH_017,,CR_HASH_001,2020-06-26,2020-06,901839000000,90,901839,True,Re-export,8.99,23.92,3.47,224.11,247.2,AE,CR_HASH_001,Medical syringes and needles
2020-2501-6-10832-1,2020-2501-6-10832,2020,2501,Bahrain International Airport,IM,6,10832,42289,8/25/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,4.0,263.4,CIF,396.15,1.23,1053.6,5.6,6.44,Released,5,9,2501,680,,,CR_HASH_221,CR_HASH_009,,2020-08-25,2020-08,847130000000,84,847130,False,Import,396.15,1053.6,1.23,5.6,6.44,CN,CR_HASH_009,Portable laptop computers
2020-2801-9-10833-1,2020-2801-9-10833,2020,2801,King Fahd Causeway,IM,9,10833,43902,10/4/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,50.0,951.22,FOB,17882.94,3.96,47561.0,59.33,70.19,Released,5,4,2801,434,,,CR_HASH_154,CR_HASH_047,,2020-10-04,2020-10,851712000000,85,851712,False,Import,17882.94,47561.0,3.96,59.33,70.19,CN,CR_HASH_047,Cellular telephones
2020-2801-1-10834-1,2020-2801-1-10834,2020,2801,King Fahd Causeway,IM,1,10834,38155,8/25/2020,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,96.0,51.23,EXW,1849.2,0.74,4918.08,533.36,619.8,Pending,8,5,2801,765,,,CR_HASH_062,CR_HASH_004,,2020-08-25,2020-08,850440009000,85,850440,False,Import,1849.2,4918.08,0.74,533.36,619.8,CN,CR_HASH_004,Static converters
2020-2701-9-10835-1,2020-2701-9-10835,2020,2701,Khalifa Bin Salman Port,IM,9,10835,92278,3/8/2020,1006301000,Long-grain milled rice,IN,IN,IN,IN,BH,BH,KGM,3809.95,0.12,EXW,171.9,2.58,457.19,3809.95,4286.51,Pending,3,8,2701,541,,,CR_HASH_088,CR_HASH_032,,2020-03-08,2020-03,100630100000,10,100630,False,Import,171.9,457.19,2.58,3809.95,4286.51,IN,CR_HASH_032,Long-grain milled rice
2020-2601-9-10836-1,2020-2601-9-10836,2020,2601,Dry Port - Hidd,IM,9,10836,41833,7/9/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,115.0,20610.09,CIF,891180.29,1.71,2370160.35,101.06,109.59,Released,7,6,2601,737,,,CR_HASH_116,CR_HASH_043,,2020-07-09,2020-07,870322100000,87,870322,False,Import,891180.29,2370160.35,1.71,101.06,109.59,CN,CR_HASH_043,Passenger cars 1000-1500cc
2020-2601-5-10837-1,2020-2601-5-10837,2020,2601,Dry Port - Hidd,IM,5,10837,80379,11/17/2020,8471300000,Portable laptop computers,AE,AE,AE,AE,BH,BH,NMB,58.0,190.29,CIF,4149.84,4.81,11036.82,50.61,54.55,Released,2,4,2601,156,,,CR_HASH_081,CR_HASH_016,,2020-11-17,2020-11,847130000000,84,847130,False,Import,4149.84,11036.82,4.81,50.61,54.55,AE,CR_HASH_016,Portable laptop computers
2020-2601-8-10838-1,2020-2601-8-10838,2020,2601,Dry Port - Hidd,IM,8,10838,87646,11/25/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,104.0,548.2,EXW,21436.81,4.83,57012.8,443.33,470.62,Released,8,9,2601,921,,,CR_HASH_032,CR_HASH_035,,2020-11-25,2020-11,851712000000,85,851712,False,Import,21436.81,57012.8,4.83,443.33,470.62,CN,CR_HASH_035,Cellular telephones
2020-2501-3-10839-1,2020-2501-3-10839,2020,2501,Bahrain International Airport,IM,3,10839,98174,6/7/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,167.0,1414.19,EXW,88799.82,3.39,236169.73,1148.15,1331.16,Released,5,5,2501,987,,,CR_HASH_174,CR_HASH_043,,2020-06-07,2020-06,102211000000,10,102211,False,Import,88799.82,236169.73,3.39,1148.15,1331.16,AE,CR_HASH_043,"Live cattle, pure-bred breeding"
2020-2801-8-10840-1,2020-2801-8-10840,2020,2801,King Fahd Causeway,IM,8,10840,62753,7/21/2020,9018390000,Medical syringes and needles,JP,JP,JP,JP,BH,BH,NMB,34.0,0.31,EXW,3.96,1.29,10.54,75.0,83.29,Released,8,1,2801,939,,,CR_HASH_194,CR_HASH_003,,2020-07-21,2020-07,901839000000,90,901839,False,Import,3.96,10.54,1.29,75.0,83.29,JP,CR_HASH_003,Medical syringes and needles
2020-2501-4-10841-1,2020-2501-4-10841,2020,2501,Bahrain International Airport,IM,4,10841,26991,3/22/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,3.0,600.1,FOB,676.91,3.61,1800.3,13.02,15.35,Released,1,4,2501,846,,,CR_HASH_164,CR_HASH_008,,2020-03-22,2020-03,847130000000,84,847130,False,Import,676.91,1800.3,3.61,13.02,15.35,US,CR_HASH_008,Portable laptop computers
2020-2801-9-10842-1,2020-2801-9-10842,2020,2801,King Fahd Causeway,IM,9,10842,55690,11/27/2020,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,185.0,7.37,EXW,512.66,3.26,1363.45,431.75,484.3,Released,3,2,2801,141,,,CR_HASH_239,CR_HASH_026,,2020-11-27,2020-11,610910000000,61,610910,False,Import,512.66,1363.45,3.26,431.75,484.3,CN,CR_HASH_026,Cotton t-shirts
2020-2601-2-10843-1,2020-2601-2-10843,2020,2601,Dry Port - Hidd,EX,2,10843,62873,4/29/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,139.0,1678.17,FOB,87707.88,0.68,233265.63,512.94,612.99,Released,2,1,2601,515,,,CR_HASH_023,,CR_HASH_003,2020-04-29,2020-04,102211000000,10,102211,True,Re-export,87707.88,233265.63,0.68,512.94,612.99,CN,CR_HASH_003,"Live cattle, pure-bred breeding"
2020-2501-8-10844-1,2020-2501-8-10844,2020,2501,Bahrain International Airport,IM,8,10844,66477,9/25/2020,8703221000,Passenger cars 1000-1500cc,IN,IN,IN,IN,BH,BH,NMB,96.0,9008.15,EXW,325158.18,1.27,864782.4,683.48,749.04,Pending,2,8,2501,514,,,CR_HASH_230,CR_HASH_024,,2020-09-25,2020-09,870322100000,87,870322,False,Import,325158.18,864782.4,1.27,683.48,749.04,IN,CR_HASH_024,Passenger cars 1000-1500cc
2020-2701-8-10845-1,2020-2701-8-10845,2020,2701,Khalifa Bin Salman Port,IM,8,10845,22181,8/19/2020,102211000,"Live cattle, pure-bred breeding",DE,DE,DE,DE,BH,BH,NMB,34.0,1537.95,FOB,19661.15,1.79,52290.3,33.7,39.93,Released,6,5,2701,273,,,CR_HASH_032,CR_HASH_015,,2020-08-19,2020-08,102211000000,10,102211,False,Import,19661.15,52290.3,1.79,33.7,39.93,DE,CR_HASH_015,"Live cattle, pure-bred breeding"
2020-2601-4-10846-1,2020-2601-4-10846,2020,2601,Dry Port - Hidd,IM,4,10846,50892,6/18/2020,8703221000,Passenger cars 1000-1500cc,SA,SA,SA,SA,BH,BH,NMB,65.0,50170.05,EXW,1226156.02,2.43,3261053.25,174.91,192.49,Released,8,8,2601,570,,,CR_HASH_084,CR_HASH_021,,2020-06-18,2020-06,870322100000,87,870322,False,Import,1226156.02,3261053.25,2.43,174.91,192.49,SA,CR_HASH_021,Passenger cars 1000-1500cc
2020-2801-8-10847-1,2020-2801-8-10847,2020,2801,King Fahd Causeway,,8,10847,65289,9/5/2020,102211000,"Live cattle, pure-bred breeding",IN,IN,BH,BH,DE,DE,NMB,143.0,1052.67,EXW,56599.96,3.54,150531.81,248.71,267.59,Released,6,4,2801,385,,,CR_HASH_143,CR_HASH_046,,2020-09-05,2020-09,102211000000,10,102211,False,,56599.96,150531.81,3.54,248.71,267.59,,CR_HASH_046,"Live cattle, pure-bred breeding"
2020-2501-2-10848-1,2020-2501-2-10848,2020,2501,Bahrain International Airport,EX,2,10848,66622,7/6/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,AE,AE,NMB,31.0,199.17,FOB,2321.53,4.17,6174.27,235.71,273.99,Released,9,9,2501,748,,,CR_HASH_160,,CR_HASH_038,2020-07-06,2020-07,847130000000,84,847130,True,Re-export,2321.53,6174.27,4.17,235.71,273.99,AE,CR_HASH_038,Portable laptop computers
2020-2501-5-10849-1,2020-2501-5-10849,2020,2501,Bahrain International Airport,EX,5,10849,89786,12/5/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,IN,IN,NMB,185.0,3.0,FOB,208.68,0.66,555.0,312.89,332.01,Released,5,7,2501,234,,,CR_HASH_030,,CR_HASH_035,2020-12-05,2020-12,610910000000,61,610910,True,Re-export,208.68,555.0,0.66,312.89,332.01,IN,CR_HASH_035,Cotton t-shirts
2020-2601-5-10850-1,2020-2601-5-10850,2020,2601,Dry Port - Hidd,IM,5,10850,14553,11/6/2020,6109100000,Cotton t-shirts,SA,SA,AE,AE,BH,BH,NMB,108.0,6.38,FOB,259.08,0.62,689.04,275.79,300.66,Released,4,8,2601,870,,,CR_HASH_080,CR_HASH_036,,2020-11-06,2020-11,610910000000,61,610910,False,Import,259.08,689.04,0.62,275.79,300.66,SA,CR_HASH_036,Cotton t-shirts
2020-2601-7-10851-1,2020-2601-7-10851,2020,2601,Dry Port - Hidd,IM,7,10851,30066,4/3/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,4203.57,1.46,FOB,2307.59,4.54,6137.21,4203.57,4427.18,Released,7,1,2601,190,,,CR_HASH_136,CR_HASH_041,,2020-04-03,2020-04,100630100000,10,100630,False,Import,2307.59,6137.21,4.54,4203.57,4427.18,CN,CR_HASH_041,Long-grain milled rice
2020-2701-4-10852-1,2020-2701-4-10852,2020,2701,Khalifa Bin Salman Port,EX,4,10852,38001,6/29/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,SA,SA,NMB,130.0,0.18,EXW,8.8,2.3,23.4,486.49,536.94,Released,4,8,2701,134,,,CR_HASH_049,,CR_HASH_040,2020-06-29,2020-06,901839000000,90,901839,True,Re-export,8.8,23.4,2.3,486.49,536.94,SA,CR_HASH_040,Medical syringes and needles
2020-2501-3-10853-1,2020-2501-3-10853,2020,2501,Bahrain International Airport,EX,3,10853,66165,1/5/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,IN,IN,NMB,76.0,249.37,FOB,7126.0,3.65,18952.12,519.98,594.63,Released,7,3,2501,792,,,CR_HASH_007,,CR_HASH_023,2020-01-05,2020-01,847130000000,84,847130,True,Re-export,7126.0,18952.12,3.65,519.98,594.63,IN,CR_HASH_023,Portable laptop computers
2020-2501-9-10854-1,2020-2501-9-10854,2020,2501,Bahrain International Airport,EX,9,10854,46026,7/9/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,174.0,0.26,EXW,17.01,2.13,45.24,121.9,128.51,Pending,1,5,2501,988,,,CR_HASH_243,,CR_HASH_009,2020-07-09,2020-07,392330100000,39,392330,True,Re-export,17.01,45.24,2.13,121.9,128.51,CN,CR_HASH_009,Plastic bottles for packaging
2020-2701-5-10855-1,2020-2701-5-10855,2020,2701,Khalifa Bin Salman Port,IM,5,10855,87382,4/10/2020,2710192100,Gas oils for diesel engines,AE,AE,US,US,BH,BH,LTR,10617.57,0.77,FOB,3074.0,1.72,8175.53,8997.26,9452.04,Released,3,9,2701,930,,,CR_HASH_076,CR_HASH_044,,2020-04-10,2020-04,271019210000,27,271019,False,Import,3074.0,8175.53,1.72,8997.26,9452.04,AE,CR_HASH_044,Gas oils for diesel engines
2020-2501-2-10856-1,2020-2501-2-10856,2020,2501,Bahrain International Airport,,2,10856,14946,8/1/2020,3923301000,Plastic bottles for packaging,US,US,BH,BH,AE,AE,NMB,53.0,0.03,EXW,0.6,0.57,1.59,252.97,280.98,Held,5,9,2501,120,,,CR_HASH_058,CR_HASH_032,,2020-08-01,2020-08,392330100000,39,392330,False,,0.6,1.59,0.57,252.97,280.98,,CR_HASH_032,Plastic bottles for packaging
2020-2801-1-10857-1,2020-2801-1-10857,2020,2801,King Fahd Causeway,IM,1,10857,33836,10/16/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,144.0,2110.6,CIF,114276.33,2.74,303926.4,136.26,157.94,Released,2,6,2801,810,,,CR_HASH_014,CR_HASH_006,,2020-10-16,2020-10,102211000000,10,102211,False,Import,114276.33,303926.4,2.74,136.26,157.94,AE,CR_HASH_006,"Live cattle, pure-bred breeding"
2020-2801-9-10858-1,2020-2801-9-10858,2020,2801,King Fahd Causeway,EX,9,10858,41248,8/22/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,US,US,NMB,130.0,0.24,FOB,11.73,3.44,31.2,743.42,846.3,Released,4,2,2801,131,,,CR_HASH_013,,CR_HASH_032,2020-08-22,2020-08,901839000000,90,901839,True,Re-export,11.73,31.2,3.44,743.42,846.3,US,CR_HASH_032,Medical syringes and needles
2020-2601-6-10859-1,2020-2601-6-10859,2020,2601,Dry Port - Hidd,IM,6,10859,58947,11/10/2020,3923301000,Plastic bottles for packaging,CN,CN,US,US,BH,BH,NMB,23.0,0.59,CIF,5.1,1.35,13.57,113.79,133.97,Released,4,2,2601,722,,,CR_HASH_180,CR_HASH_041,,2020-11-10,2020-11,392330100000,39,392330,False,Import,5.1,13.57,1.35,113.79,133.97,CN,CR_HASH_041,Plastic bottles for packaging
2020-2701-5-10860-1,2020-2701-5-10860,2020,2701,Khalifa Bin Salman Port,IM,5,10860,16120,6/7/2020,8504400090,Static converters,IN,IN,IN,IN,BH,BH,NMB,146.0,127.26,EXW,6986.06,1.49,18579.96,1060.64,1241.91,Released,1,6,2701,596,,,CR_HASH_081,CR_HASH_041,,2020-06-07,2020-06,850440009000,85,850440,False,Import,6986.06,18579.96,1.49,1060.64,1241.91,IN,CR_HASH_041,Static converters
2020-2601-5-10861-1,2020-2601-5-10861,2020,2601,Dry Port - Hidd,IM,5,10861,28828,7/22/2020,3923301000,Plastic bottles for packaging,IN,IN,IN,IN,BH,BH,NMB,152.0,0.33,EXW,18.86,1.57,50.16,323.46,345.1,Released,3,9,2601,791,,,CR_HASH_194,CR_HASH_040,,2020-07-22,2020-07,392330100000,39,392330,False,Import,18.86,50.16,1.57,323.46,345.1,IN,CR_HASH_040,Plastic bottles for packaging
2020-2701-4-10862-1,2020-2701-4-10862,2020,2701,Khalifa Bin Salman Port,IM,4,10862,98135,9/2/2020,3923301000,Plastic bottles for packaging,SA,SA,SA,SA,BH,BH,NMB,55.0,0.37,EXW,7.65,1.36,20.35,377.64,403.75,Released,1,4,2701,673,,,CR_HASH_226,CR_HASH_013,,2020-09-02,2020-09,392330100000,39,392330,False,Import,7.65,20.35,1.36,377.64,403.75,SA,CR_HASH_013,Plastic bottles for packaging
2020-2601-8-10863-1,2020-2601-8-10863,2020,2601,Dry Port - Hidd,IM,8,10863,39313,1/25/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,73.0,201.46,CIF,5529.67,1.79,14706.58,505.99,542.28,Released,3,9,2601,807,,,CR_HASH_226,CR_HASH_017,,2020-01-25,2020-01,847130000000,84,847130,False,Import,5529.67,14706.58,1.79,505.99,542.28,CN,CR_HASH_017,Portable laptop computers
2020-2601-6-10864-1,2020-2601-6-10864,2020,2601,Dry Port - Hidd,IM,6,10864,71005,7/3/2020,1006301000,Long-grain milled rice,CN,CN,US,US,BH,BH,KGM,3402.09,1.3,CIF,1662.94,1.53,4422.72,3402.09,3914.65,Released,7,2,2601,128,,,CR_HASH_080,CR_HASH_030,,2020-07-03,2020-07,100630100000,10,100630,False,Import,1662.94,4422.72,1.53,3402.09,3914.65,CN,CR_HASH_030,Long-grain milled rice
2020-2701-5-10865-1,2020-2701-5-10865,2020,2701,Khalifa Bin Salman Port,EX,5,10865,27372,6/27/2020,8517120000,Cellular telephones,BH,BH,BH,BH,DE,DE,NMB,154.0,880.82,FOB,51003.0,3.16,135646.28,917.67,974.09,Released,2,4,2701,624,,,CR_HASH_025,,CR_HASH_020,2020-06-27,2020-06,851712000000,85,851712,True,Re-export,51003.0,135646.28,3.16,917.67,974.09,DE,CR_HASH_020,Cellular telephones
2020-2601-4-10866-1,2020-2601-4-10866,2020,2601,Dry Port - Hidd,IM,4,10866,55614,5/26/2020,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,16763.14,0.68,FOB,4286.0,1.16,11398.94,13286.87,15145.94,Released,9,8,2601,794,,,CR_HASH_221,CR_HASH_017,,2020-05-26,2020-05,271019210000,27,271019,False,Import,4286.0,11398.94,1.16,13286.87,15145.94,AE,CR_HASH_017,Gas oils for diesel engines
2020-2601-1-10867-1,2020-2601-1-10867,2020,2601,Dry Port - Hidd,EX,1,10867,52882,1/9/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,SA,SA,LTR,8062.14,0.95,FOB,2879.8,3.37,7659.03,7480.05,8366.02,Released,5,4,2601,798,,,CR_HASH_141,,CR_HASH_033,2020-01-09,2020-01,271019210000,27,271019,True,Re-export,2879.8,7659.03,3.37,7480.05,8366.02,SA,CR_HASH_033,Gas oils for diesel engines
2020-2501-5-10868-1,2020-2501-5-10868,2020,2501,Bahrain International Airport,IM,5,10868,96609,6/23/2020,102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,76.0,2407.17,CIF,68787.29,4.29,182944.92,295.54,348.79,Held,9,2,2501,433,,,CR_HASH_074,CR_HASH_043,,2020-06-23,2020-06,102211000000,10,102211,False,Import,68787.29,182944.92,4.29,295.54,348.79,US,CR_HASH_043,"Live cattle, pure-bred breeding"
2020-2601-6-10869-1,2020-2601-6-10869,2020,2601,Dry Port - Hidd,IM,6,10869,75886,4/8/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,1093.26,1.22,EXW,501.5,4.19,1333.78,1093.26,1286.66,Released,3,8,2601,997,,,CR_HASH_164,CR_HASH_049,,2020-04-08,2020-04,100630100000,10,100630,False,Import,501.5,1333.78,4.19,1093.26,1286.66,CN,CR_HASH_049,Long-grain milled rice
2020-2701-8-10870-1,2020-2701-8-10870,2020,2701,Khalifa Bin Salman Port,IM,8,10870,17831,5/22/2020,8504400090,Static converters,US,US,US,US,BH,BH,NMB,42.0,140.71,FOB,2222.09,0.74,5909.82,46.17,51.68,Pending,1,6,2701,415,,,CR_HASH_195,CR_HASH_032,,2020-05-22,2020-05,850440009000,85,850440,False,Import,2222.09,5909.82,0.74,46.17,51.68,US,CR_HASH_032,Static converters
2020-2801-8-10871-1,2020-2801-8-10871,2020,2801,King Fahd Causeway,IM,8,10871,37689,9/24/2020,9018390000,Medical syringes and needles,DE,DE,DE,DE,BH,BH,NMB,163.0,0.37,FOB,22.68,0.73,60.31,751.28,855.62,Released,7,5,2801,997,,,CR_HASH_078,CR_HASH_012,,2020-09-24,2020-09,901839000000,90,901839,False,Import,22.68,60.31,0.73,751.28,855.62,DE,CR_HASH_012,Medical syringes and needles
2020-2601-7-10872-1,2020-2601-7-10872,2020,2601,Dry Port - Hidd,IM,7,10872,20076,9/10/2020,8517120000,Cellular telephones,DE,DE,DE,DE,BH,BH,NMB,37.0,1043.77,EXW,14520.93,2.13,38619.49,250.62,297.3,Released,7,1,2601,620,,,CR_HASH_002,CR_HASH_041,,2020-09-10,2020-09,851712000000,85,851712,False,Import,14520.93,38619.49,2.13,250.62,297.3,DE,CR_HASH_041,Cellular telephones
2020-2601-8-10873-1,2020-2601-8-10873,2020,2601,Dry Port - Hidd,EX,8,10873,78337,5/1/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,81.0,0.39,CIF,11.88,1.02,31.59,133.25,146.11,Held,7,6,2601,979,,,CR_HASH_073,,CR_HASH_031,2020-05-01,2020-05,392330100000,39,392330,True,Re-export,11.88,31.59,1.02,133.25,146.11,CN,CR_HASH_031,Plastic bottles for packaging
2020-2601-7-10874-1,2020-2601-7-10874,2020,2601,Dry Port - Hidd,IM,7,10874,91316,7/26/2020,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,134.0,241.08,CIF,12146.57,4.71,32304.72,498.57,558.93,Released,1,4,2601,630,,,CR_HASH_117,CR_HASH_004,,2020-07-26,2020-07,850440009000,85,850440,False,Import,12146.57,32304.72,4.71,498.57,558.93,CN,CR_HASH_004,Static converters
2020-2801-7-10875-1,2020-2801-7-10875,2020,2801,King Fahd Causeway,IM,7,10875,89627,1/4/2020,8471300000,Portable laptop computers,TH,TH,TH,TH,BH,BH,NMB,124.0,395.1,CIF,18421.14,2.05,48992.4,665.57,721.45,Released,4,1,2801,952,,,CR_HASH_142,CR_HASH_002,,2020-01-04,2020-01,847130000000,84,847130,False,Import,18421.14,48992.4,2.05,665.57,721.45,TH,CR_HASH_002,Portable laptop computers
